1.821  0.7947  0.07341
1.917  0.05267  0.3195
0.8948  0.6095  0.007159
1.171  0.7082  0.004536
1.765  0.1819  0.4454
1.508  0.1649  0.9251
1.745  0.4551  0.3481
1.535  0.5289  0.4491
0.7262  0.06702  18.03
1.081  0.5313  0.1106
1.656  0.7308  0.1065
0.8877  0.5522  0.01402
1.781  0.4745  0.3097
2.478  0.6662  0.05242
0.5349  0.4915  0.01369
0.6413  0.6347  0.003841
1.876  0.2806  0.3099
2.344  0.383  0.0933
2.248  0.1758  0.1333
1.232  0.4984  0.7254
2.02  0.4673  0.1806
2.396  0.1081  0.09799
1.264  0.2207  1.845
0.702  0.696  0.002392
2.498  0.3148  0.06928
2.241  0.415  0.1149
0.9849  0.5746  0.01424
1.758  0.2296  0.4389
1.683  0.2538  0.5258
1.216  0.3768  1.509
0.5389  0.7075  0.001916
2.323  0.364  0.09925
1.033  0.2824  3.398
1.236  0.4348  1.129
2.187  0.1221  0.1585
0.9816  0.09909  5.712
0.9145  0.09088  7.542
1.552  0.6154  0.2816
2.323  0.3237  0.1023
2.226  0.04059  0.1498
2.29  0.4501  0.09962
1.852  0.3554  0.3073
0.8209  0.5533  0.01158
2.009  0.4904  0.1796
1.649  0.03163  0.6617
0.8445  0.2223  7.725
2.482  0.2087  0.07645
0.7314  0.1613  14.73
0.9043  0.7499  0.001874
0.6051  0.08295  33.23
1.84  0.2739  0.342
1.435  0.06087  1.227
1.49  0.3086  0.8405
1.195  0.4135  1.351
1.595  0.3361  0.6083
2.315  0.1736  0.114
1.969  0.3412  0.2333
1.65  0.06526  0.6511
2.494  0.326  0.06935
1.12  0.4759  0.8259
1.22  0.6949  0.006259
1.137  0.6489  0.008708
1.738  0.532  0.3017
1.968  0.1661  0.2653
0.08446  0.5535  0.005668
0.261  0.7022  0.001755
0.4351  0.1697  42.88
0.4761  0.4933  0.01249
0.2392  0.6753  0.002148
0.4378  0.5382  0.007702
0.1983  0.142  1.972
0.4991  0.2496  1.297
0.4935  0.1634  41.61
0.2012  0.6728  0.002168
0.4254  0.4574  0.01722
0.3224  0.7598  0.001161
0.3069  0.01121  332.4
0.3293  0.7381  0.001367
0.08314  0.2739  0.1172
0.3243  0.07201  234.2
0.3648  0.2555  0.265
0.1347  0.3767  0.03279
0.03678  0.4771  0.01131
0.2154  0.08056  428.
0.007302  0.2199  0.2612
0.1924  0.2753  0.1263
0.2247  0.3763  0.03489
0.0153  0.3203  0.06204
0.3059  0.3786  0.03674
0.2307  0.2845  0.1161
0.4206  0.795  0.0009286
0.4389  0.4722  0.01493
0.3272  0.4753  0.013
0.003163  0.1628  0.7539
0.2956  0.03929  351.3
0.4242  0.6305  0.003349
0.1219  0.3482  0.04544
0.3619  0.5545  0.006258
0.4355  0.08137  96.36
0.4852  0.7323  0.001529
0.3556  0.735  0.001412
0.2304  0.2064  0.4468
0.2367  0.4865  0.01097
0.4292  0.04255  111.5
0.4006  0.1961  5.151
0.09889  0.1461  1.2
0.08996  0.2571  0.1502
0.3154  0.0471  284.1
0.4673  0.2183  8.489
0.1005  0.789  0.0008992
0.4173  0.7984  0.0009048
0.1373  0.2816  0.1089
0.4303  0.1176  83.13
0.022  0.2  0.3689
0.054  0.09038  5.413
0.092  0.1474  1.146
0.112  0.2218  0.2679
0.208  0.1128  7.946
0.206  0.1731  0.8655
0.208  0.2513  0.1875
0.356  0.1596  36.14
0.352  0.2218  0.535
0.326  0.2872  0.1333
0.456  0.1923  25.28
0.456  0.2603  0.3966
0.456  0.3308  0.09366
0.534  0.2218  15.89
0.536  0.2904  0.3339
0.534  0.3487  0.09032
0.644  0.2776  6.424
0.63  0.3269  0.2893
0.612  0.3853  0.06535
0.758  0.3237  3.741
0.712  0.3686  0.1864
0.7  0.4135  0.0581
0.84  0.3731  1.847
0.808  0.4038  0.2201
0.806  0.4506  0.04993
0.932  0.4006  1.609
0.914  0.4365  0.4686
0.864  0.4962  0.0294
1.024  0.4353  1.191
0.976  0.4808  0.1584
0.934  0.5263  0.0245
1.078  0.4821  0.6373
1.078  0.5295  0.1141
1.014  0.5622  0.01961
1.152  0.5135  0.4987
1.13  0.559  0.07475
1.082  0.6083  0.01269
1.27  0.5615  0.3541
1.216  0.5949  0.07655
1.212  0.6378  0.01527
1.338  0.5737  0.3608
1.336  0.5987  0.2482
1.33  0.6545  0.04263
1.432  0.5942  0.3272
1.43  0.6474  0.1631
1.  0.2  4.641
1.  0.3  3.522
1.  0.4  1.818
1.  0.5  0.0913
1.  0.6  0.01055
1.  0.7  0.003404
1.  0.8  0.001372
1.  0.9  0.0006192
0.25  0.2  0.5475
0.25  0.3  0.0954
0.25  0.4  0.02716
0.25  0.5  0.009702
0.25  0.6  0.003971
0.25  0.7  0.001779
0.25  0.8  0.0008506
0.25  0.9  0.0004269
2.2  0.2  0.1473
2.2  0.3  0.1384
2.2  0.4  0.1279
2.2  0.5  0.1157
2.2  0.6  0.1013
2.2  0.7  0.08423
2.2  0.8  0.06426
2.2  0.9  0.04136
0.2919  0.057  337.5
0.1088  0.03674  3270.
0.1123  0.009932  5105.
0.03786  0.04835  34.64
0.05446  0.02948  298.1
0.8506  0.04972  10.26
0.8932  0.0329  8.611
0.8062  0.04192  12.59
0.8824  0.04663  8.95
0.5046  0.006846  67.37
1.471  0.2892  0.91
1.435  0.1857  1.129
1.479  0.2603  0.9215
1.372  0.08683  1.472
1.395  0.278  1.149
1.381  0.06066  1.452
1.394  0.11  1.355
2.2  0.005282  0.1611
2.021  0.1381  0.2358
2.094  0.2973  0.1784
2.181  0.01069  0.1684
2.188  0.09829  0.1599
2.13  0.01584  0.1902
2.032  0.1341  0.2299
0.5109  0.4108  0.034
0.5015  0.4714  0.01631
0.5105  0.4759  0.01571
0.6061  0.4696  0.0198
0.5314  0.4075  0.0371
0.6564  0.4496  0.02864
0.6305  0.4681  0.0212
1.306  0.4903  0.7491
1.349  0.4915  0.7074
1.481  0.4905  0.5712
1.382  0.4697  0.7444
1.303  0.5447  0.4782
1.348  0.5357  0.5302
1.309  0.4233  1.032
1.306  0.822  0.001832
2.023  0.8543  0.05419
1.474  0.9025  0.001176
1.68  0.9825  0.0008455
2.081  0.9185  0.0331
0.3342  0.9014  0.0004304
2.223  0.9013  0.04084
1.758  0.9797  0.001083
2.275  0.8489  0.04955
0.1679  0.997  0.0002243
0.2899  0.885  0.0004758
2.069  0.8452  0.05816
0.2173  0.9404  0.000325
1.109  0.8377  0.001144
1.506  0.8938  0.001384
0.2824  0.8512  0.0005985
1.699  0.8854  0.003172
1.441  0.9324  0.0008316
2.428  0.8485  0.04053
0.5526  0.914  0.0004239
2.12  0.6092  0.1176
1.937  0.5616  0.1871
1.96  0.6427  0.1486
2.193  0.5646  0.1083
2.108  0.5454  0.1335
2.126  0.5683  0.1242
2.137  0.5716  0.1207
1.125  0.2567  2.713
1.185  0.1522  2.585
1.144  0.3934  1.644
1.165  0.0343  3.009
1.172  0.2035  2.542
1.125  0.1056  3.326
1.179  0.1972  2.505
1.196  0.2314  2.258
1.102  0.1757  3.352
1.163  0.06016  2.995
1.027  0.8507  0.0009329
1.42  0.7932  0.003474
1.907  0.9738  0.00242
0.3028  0.9327  0.0003469
0.5659  0.8331  0.0007515
2.018  0.936  0.02155
1.027  0.9615  0.0004025
2.212  0.995  0.01954
1.989  0.8734  0.04414
0.9439  0.8852  0.000659
1.5  0.9139  0.001112
0.9072  0.9779  0.0003288
0.9983  0.9644  0.0003854
1.268  0.7943  0.002237
0.8398  0.8833  0.0006161
1.423  0.8756  0.001376
0.2548  0.8954  0.0004406
0.3055  0.8874  0.0004698
0.9333  0.9284  0.0004753
0.0486  0.8131  0.0007562
1.462  0.9721  0.0006073
0.07023  0.9495  0.0003022
0.8948  0.8442  0.0008629
1.986  0.9455  0.0145
